File Name,E_redox(Q/Q.-) (mV),E_redox(Q.-/Q=) (mV)
061,4501.750795927789,3433.8606300607703
062,4402.2209787442125,3324.156745330801
063,4327.897268299261,3039.930302949706
064,4345.022895301458,3286.891981456686
065,4435.442302754831,3287.463923214439
066,4776.663571816707,3657.116786703446
067,4843.452932096406,3634.9310388052822
068,4803.187134529464,3284.0458399826966
069,4860.066973687829,3569.488674574188
070,4545.644219186067,3495.5568681460973
071,4388.407255590556,3326.3917478433336
072,5057.152241772683,3858.2692850788453
073,4765.97971749323,3575.8997398287606
074,4777.215165318399,3622.957467210693
075,4714.493250297496,3566.3627948605476
076,4549.060392222745,3547.7665557111045
077,4639.06897053694,3617.748067687497
078,4732.635250861672,3592.574837077536
079,4396.957682724092,3327.5490245273713
080,4458.903201958221,3490.721859727995
081,4374.9722310305615,3345.975446316619
082,4176.848423442575,3355.96452918885
083,4303.761205768311,3262.8146779989124
084,4355.391264522535,3320.576569882326
085,4186.2040082130015,3182.8377158117537
086,4344.7387924484165,3328.997658483436
087,4248.072401061609,3218.8965690693535
088,4561.919616532054,3553.37084429057
089,4067.0832952867213,3120.316350066538
090,4059.1939308380606,2951.9458023921757
091,4086.784607140172,3060.1101934833155
092,4072.2177289682227,3001.0382088776505
093,4087.321572106575,-70826950.34901847
094,32313.57064889214,-0.0
095,4494.003148210692,3515.042980407143
096,4602.871075369652,3570.331649829973
097,4875.758785758527,3729.595648992451
098,4744.950555117047,3643.925478683337
099,4473.286695445918,3386.4306884172956
100,3558.7741237064506,2722.9400595048432
101,4060.3515476662756,3334.5871443597116
102,4377.957599452744,3431.547347424498
103,4315.92251304599,3220.5414176205522
104,3950.7543293901113,2913.020668915817
105,3922.28841938229,2936.5852822041984
106,3930.743671186898,2900.34807554954
107,3520.7278701765895,2791.561250281182
108,4358.770104297907,3297.2798717283254
109,4581.844329321364,3593.702388670252
110,4106.05769125109,2944.2842306971206
111,4303.97050876831,3296.377253053578
112,4577.654367287242,3538.57568084055
113,3553.1842079029557,2704.2490967258395
114,4340.654661508098,3195.039229814851
115,4715.184642165721,3605.1514143164886
