Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-990.228964570,0.161463,-990.3297024856
neutral,-990.160537770,0.165829,-990.1906420358
anion,-990.155541889,0.160393,-990.4453885904
