Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1080.05950469,0.383013,-1080.1435373764
neutral,-1079.98477741,0.385679,-1079.9982430847
anion,-1079.98248315,0.381339,-1080.2532443946
