Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-573.660638319,0.108514,-573.7489337567
neutral,-573.577860154,0.110561,-573.5935782230
anion,-573.569326160,0.106183,-573.8638708566
