Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1010.83591070,0.467445,-1010.9214347459
neutral,-1010.76410671,0.470621,-1010.7780107454
anion,-1010.75920858,0.467331,-1011.0150803685
