Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-473.926052853,0.048070,-474.0069911451
neutral,-473.819315519,0.049610,-473.8372544849
anion,-473.839917870,0.046933,-474.1301169625
