Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-696.235445826,0.263229,-696.3124913319
neutral,-696.160001975,0.265405,-696.1698003451
anion,-696.134523495,0.260451,-696.4088980145
