Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-5686.03701453,0.129421,-5686.1078358293
neutral,-5685.94391411,0.130483,-5685.9508872110
anion,-5685.95697621,0.126959,-5686.2213909288
