Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1615.45637757,0.238999,-1615.5235485227
neutral,-1615.37136453,0.240454,-1615.3806664514
anion,-1615.37843857,0.237167,-1615.6231370826
