Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-617.593176843,0.208901,-617.6724235442
neutral,-617.518103932,0.211465,-617.5298481973
anion,-617.490800947,0.207144,-617.7706685852
