Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1570.43938391,-0.005736,-28057.3932791610
neutral,-1570.32947327,-0.005058,-28057.2161780999
anion,-1570.38515110,-0.008382,-28057.5315037095
