Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-846.302199879,0.240520,-846.3896794026
neutral,-846.235485950,0.244437,-846.2526785781
anion,-846.214593058,0.239172,-846.4849322058
