Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-728.294651536,0.162473,-728.3725174503
neutral,-728.258844831,0.167496,-728.2740866569
anion,-728.192982596,0.162471,-728.4380445155
