Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-571.794467233,0.129576,-571.8738728640
neutral,-571.745540822,0.134544,-571.7559062841
anion,-571.681394312,0.122112,-571.9550808847
