Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-727.293063820,0.152494,-727.3868462344
neutral,-727.225996908,0.155672,-727.2472307517
anion,-727.200875611,0.151830,-727.4849894845
