Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-754.457601085,0.113556,-754.5432088961
neutral,-754.393036584,0.117993,-754.4175710812
anion,-754.357081140,0.106143,-754.6292221745
