Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-678.891118043,0.083859,-678.9566183223
neutral,-678.753151853,0.085698,-678.7771191495
anion,-678.876076880,0.082931,-679.1035430926
