Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-669.333630616,0.162166,-669.4319480453
neutral,-669.274781220,0.164119,-669.3015723294
anion,-669.238902266,0.160597,-669.5250271593
