Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1124.27357362,0.136128,-1124.3560749650
neutral,-1124.21018704,0.139567,-1124.2303355026
anion,-1124.17981351,0.132309,-1124.4480906502
