Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-839.506720360,0.143039,-839.6027644650
neutral,-839.431935538,0.145598,-839.4594863263
anion,-839.416204231,0.139681,-839.7040832340
