Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-764.272644273,0.141852,-764.3523900723
neutral,-764.198042141,0.144553,-764.2140867486
anion,-764.186837765,0.139530,-764.4536949958
