Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-801.374907683,0.138402,-801.4519236132
neutral,-801.335515537,0.144015,-801.3504995189
anion,-801.265366263,0.137880,-801.5146465697
