Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-973.833138529,0.128118,-973.9124509749
neutral,-973.801519927,0.132960,-973.8130211593
anion,-973.724141168,0.128435,-973.9767446549
