Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-880.970895011,0.195066,-881.0646756171
neutral,-880.906447579,0.198851,-880.9299422504
anion,-880.885463425,0.192682,-881.1593741088
