Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1312.32062384,0.132998,-1312.5860577759
neutral,-1312.33967145,0.135934,-1312.4443845630
anion,-1312.15773805,0.133824,-1312.6948862739
