Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-939.779077655,0.266779,-939.8722703375
neutral,-939.725017950,0.271307,-939.7432763736
anion,-939.695773739,0.266038,-939.9758778679
