Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-839.520804439,0.143919,-839.6145552298
neutral,-839.451682756,0.147663,-839.4745210763
anion,-839.442565049,0.141405,-839.7323760132
