Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1462.83805200,0.142113,-1463.1027443242
neutral,-1462.85054057,0.145172,-1462.9564959568
anion,-1462.68657383,0.141442,-1463.2213275426
