Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-918.200675213,0.196275,-918.2810554142
neutral,-918.127594541,0.199482,-918.1410643012
anion,-918.126337449,0.191915,-918.3959625268
