Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-954.090667527,0.173904,-954.1783667933
neutral,-954.018370197,0.177591,-954.0373592912
anion,-954.014828992,0.168860,-954.2947495416
