Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-685.839467440,0.102000,-685.9264750730
neutral,-685.765511711,0.104500,-685.7877692417
anion,-685.742299926,0.099019,-686.0265813035
