Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1118.41645637,0.387902,-1118.5059495182
neutral,-1118.34192868,0.390775,-1118.3709063196
anion,-1118.34826437,0.386755,-1118.5968111282
