Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1941.16104474,0.209241,-1941.2555336010
neutral,-1941.03733631,0.210631,-1941.0710728995
anion,-1941.12129421,0.207574,-1941.3956582693
