Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1069.21213372,0.075436,-1069.3052877208
neutral,-1069.11514829,0.077201,-1069.1337693527
anion,-1069.12482802,0.073191,-1069.4355322895
