Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-2019.80116389,0.259696,-2019.8934871422
neutral,-2019.68775290,0.260919,-2019.7195600515
anion,-2019.75714985,0.258447,-2020.0236527098
