Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-804.769430384,0.181548,-804.8596972977
neutral,-804.682299577,0.184275,-804.7016437597
anion,-804.688842237,0.179404,-804.9805181313
