Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-837.531572446,0.121700,-837.6302632113
neutral,-837.432722388,0.123622,-837.4578079438
anion,-837.452113459,0.118050,-837.7605277296
