Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-843.871039557,0.199191,-843.9601684688
neutral,-843.785233008,0.201478,-843.8027755710
anion,-843.795790416,0.195900,-844.0776709809
