Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1312.28363178,0.133000,-1312.54070643
neutral,-1312.31800736,0.137307,-1312.41257980
anion,-1312.11033246,0.134297,-1312.62883722
