Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-839.520804439,0.143919,-839.600043956
neutral,-839.451682756,0.147663,-839.466329266
anion,-839.442565049,0.141405,-839.705244951
