Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-2015.44804901,0.202820,-2015.52025139
neutral,-2015.34830820,0.205047,-2015.37007868
anion,-2015.40315599,0.200904,-2015.63244587
