Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1897.07471851,0.177023,-1897.15403593
neutral,-1896.97866452,0.179350,-1897.00610182
anion,-1897.02661331,0.175357,-1897.26394792
