Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1935.57310156,0.128530,-1936.02897251
neutral,-1935.67263185,0.130269,-1935.89481032
anion,-1935.32625945,0.126699,-1936.12559383
