Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-696.235445826,0.263229,-696.3206626854
neutral,-696.160001975,0.265405,-696.1704154825
anion,-696.134523495,0.260451,-696.4294728020
