Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-573.660638319,0.108514,-573.7570527277
neutral,-573.577860154,0.110561,-573.5949288366
anion,-573.569326160,0.106183,-573.8843943796
