Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-5764.68442046,0.183110,-5764.7584158503
neutral,-5764.59062728,0.183918,-5764.5968950712
anion,-5764.60912162,0.181004,-5764.8784212758
