Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-8338.23056194,0.168751,-8338.3054457049
neutral,-8338.12770509,0.170438,-8338.1343896521
anion,-8338.16603956,0.167167,-8338.4374174380
