Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-5686.03042013,0.131163,-5686.1097193873
neutral,-5685.93580108,0.132813,-5685.9441784535
anion,-5685.95055223,0.128942,-5686.2354961429
