Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-796.823909571,0.115915,-7418.6288969896
neutral,-796.735576463,0.117975,-7418.4659286902
anion,-796.733114674,0.114095,-7418.7525354138
