Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-566.201097254,0.044001,-566.2862159525
neutral,-566.071410436,0.045099,-566.0942958562
anion,-566.145480146,0.043596,-566.4380917376
