Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-964.518299657,0.333413,-964.591766106
neutral,-964.444358087,0.336231,-964.452771273
anion,-964.444836333,0.331973,-964.686746084
