Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-613.982034862,0.146348,-614.058812922
neutral,-613.914534376,0.149111,-613.922833712
anion,-613.877931417,0.142467,-614.151838877
