Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-965.446285521,0.334062,-965.522062061
neutral,-965.376304000,0.336327,-965.385763318
anion,-965.367914995,0.332342,-965.613518997
