Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-967.905180820,0.381314,-967.9911848211
neutral,-967.836792996,0.383466,-967.8586269620
anion,-967.832152643,0.380277,-968.0844011580
