Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1219.15094022,0.201902,-1219.2309633535
neutral,-1219.04974540,0.203056,-1219.0787746709
anion,-1219.09698207,0.200723,-1219.3392231215
