Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-2528.57651293,1.184697,-2528.6845061517
neutral,-2528.50614699,1.187467,-2528.5505048618
anion,-2528.50614699,1.187467,-2528.5505048618
