Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-964.518299657,0.333413,-964.6038427257
neutral,-964.444358087,0.336231,-964.4675684596
anion,-964.444836333,0.331973,-964.6997246907
