Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-692.638311191,0.196817,-692.7219522594
neutral,-692.574407067,0.198076,-692.5907252829
anion,-692.538765842,0.194768,-692.8144899337
