Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-612.756761116,0.125569,-612.8398423484
neutral,-612.673596174,0.127773,-612.6881083213
anion,-612.664593260,0.122991,-612.9460457824
