Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-744.356488604,0.151252,-744.4488265711
neutral,-744.278507601,0.154209,-744.3003480394
anion,-744.265212307,0.150225,-744.5514828669
