Protonation State,SCFE(g),Thermal Correction to Gibss Free Energy,SCFE(sol)
radical,-1781.83991865,0.086158,-1782.3714634062
neutral,-1781.94867983,0.087703,-1782.2111388008
anion,-1781.57117915,0.085508,-1782.4959826900
